"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Sep 28 20:19:23 MSK 2024","Sat Sep 28 20:19:24 MSK 2024","1253","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupWithObject","canCreateMultipleGroupWithObject(GroupData) [1] GroupData[id=, name=, header=, footer=]",""
"passed","Sat Sep 28 20:20:21 MSK 2024","Sat Sep 28 20:20:22 MSK 2024","542","","tests.GroupRemovalTests","","tests.GroupRemovalTests","canRemoveGroupHbm","canRemoveGroupHbm()",""
"broken","Sat Sep 28 20:19:50 MSK 2024","Sat Sep 28 20:19:51 MSK 2024","1596","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupCompareList","canCreateMultipleGroupCompareList(GroupData) [10] GroupData[id=, name=xdciz, header=uniam, footer=cdnwx]",""
"passed","Sat Sep 28 20:20:23 MSK 2024","Sat Sep 28 20:20:25 MSK 2024","1534","","tests.GroupRemovalTests","","tests.GroupRemovalTests","canRemoveAllGroupsAtOnce","canRemoveAllGroupsAtOnce()",""
"passed","Sat Sep 28 20:18:57 MSK 2024","Sat Sep 28 20:19:00 MSK 2024","2679","","tests.ContactCreationTests","","tests.ContactCreationTests","canCreateMultipleContact","canCreateMultipleContact(ContactData) [1] ContactData[id=, firstname=upfjp, lastname=ojvup, address=kpjii, 26, qtkhz, 620, address2=, home=8230279742, mobile=9120826617, work=2611695955, phone2=, email=qweur@mail.ru, email2=zmatv@gmail.com, email3=xoczb@mail.ru, photo=]",""
"broken","Sat Sep 28 20:19:27 MSK 2024","Sat Sep 28 20:19:28 MSK 2024","1111","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupWithObject","canCreateMultipleGroupWithObject(GroupData) [5] GroupData[id=, name=group name, header=, footer=]",""
"broken","Sat Sep 28 20:19:59 MSK 2024","Sat Sep 28 20:20:00 MSK 2024","1092","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateGroup","canCreateGroup(String) [1] group",""
"broken","Sat Sep 28 20:19:55 MSK 2024","Sat Sep 28 20:19:56 MSK 2024","1663","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateGroupsFromXmlFile","canCreateGroupsFromXmlFile(GroupData) [3] GroupData[id=, name=ehvmtsooey, header=jiyyxsnjex, footer=doopqnwxtq]",""
"passed","Sat Sep 28 20:20:14 MSK 2024","Sat Sep 28 20:20:21 MSK 2024","7300","","tests.GroupRemovalTests","","tests.GroupRemovalTests","canRemoveAllGroupsAtOnceHbm","canRemoveAllGroupsAtOnceHbm()",""
"broken","Sat Sep 28 20:18:33 MSK 2024","Sat Sep 28 20:18:33 MSK 2024","10","","tests.ContactInfoTests","","tests.ContactInfoTests","compareHomeAndEditPage","compareHomeAndEditPage()",""
"broken","Sat Sep 28 20:20:05 MSK 2024","Sat Sep 28 20:20:06 MSK 2024","1089","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateGroupSet","canCreateGroupSet(GroupData) [1] GroupData[id=, name=anwyqrxth, header=hcksvxpovud, footer=qmvrflmsjdoqmar]",""
"broken","Sat Sep 28 20:19:44 MSK 2024","Sat Sep 28 20:19:46 MSK 2024","1489","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupCompareList","canCreateMultipleGroupCompareList(GroupData) [7] GroupData[id=, name=group name, header=group header, footer=]",""
"broken","Sat Sep 28 20:19:34 MSK 2024","Sat Sep 28 20:19:35 MSK 2024","1246","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateGroupJdbc","canCreateGroupJdbc(GroupData) [1] GroupData[id=, name=kltylfbtgl, header=xugnizczvciginuxaedh, footer=tfnxsiqhmpzczvsacuzrppasihydbg]",""
"broken","Sat Sep 28 20:20:04 MSK 2024","Sat Sep 28 20:20:05 MSK 2024","1160","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateGroupHbm","canCreateGroupHbm(GroupData) [2] GroupData[id=, name=ziifobhqt, header=nxtcavevkkm, footer=fpwoczmivigftaf]",""
"passed","Sat Sep 28 20:19:10 MSK 2024","Sat Sep 28 20:19:13 MSK 2024","2978","","tests.ContactModificationTests","","tests.ContactModificationTests","canModifyContactHbm","canModifyContactHbm()",""
"broken","Sat Sep 28 20:20:10 MSK 2024","Sat Sep 28 20:20:11 MSK 2024","1325","","tests.GroupModificationTests","","tests.GroupModificationTests","canModifyGroupHbm","canModifyGroupHbm()",""
"broken","Sat Sep 28 20:19:30 MSK 2024","Sat Sep 28 20:19:32 MSK 2024","1096","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupWithObject","canCreateMultipleGroupWithObject(GroupData) [8] GroupData[id=, name=group name, header=group header, footer=group footer]",""
"broken","Sat Sep 28 20:19:26 MSK 2024","Sat Sep 28 20:19:27 MSK 2024","1072","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupWithObject","canCreateMultipleGroupWithObject(GroupData) [4] GroupData[id=, name=, header=group header, footer=group footer]",""
"passed","Sat Sep 28 20:18:54 MSK 2024","Sat Sep 28 20:18:57 MSK 2024","3214","","tests.ContactCreationTests","","tests.ContactCreationTests","canCreateContactFromJson","canCreateContactFromJson(ContactData) [3] ContactData[id=, firstname=krshkfaega, lastname=uojnurifwd, address=, address2=null, home=, mobile=, work=, phone2=null, email=, email2=, email3=, photo=src\test\resources\images\Truck300.png]",""
"broken","Sat Sep 28 20:18:33 MSK 2024","Sat Sep 28 20:18:33 MSK 2024","10","","tests.ContactInfoTests","","tests.ContactInfoTests","testPhonesCompareMaps","testPhonesCompareMaps()",""
"passed","Sat Sep 28 20:18:47 MSK 2024","Sat Sep 28 20:18:51 MSK 2024","3850","","tests.ContactCreationTests","","tests.ContactCreationTests","canCreateContactFromJson","canCreateContactFromJson(ContactData) [1] ContactData[id=, firstname=, lastname=, address=, address2=null, home=, mobile=, work=, phone2=null, email=, email2=, email3=, photo=src\test\resources\images\Truck300.png]",""
"broken","Sat Sep 28 20:20:03 MSK 2024","Sat Sep 28 20:20:04 MSK 2024","1517","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateGroupHbm","canCreateGroupHbm(GroupData) [1] GroupData[id=, name=szldvawex, header=qqviedxekeu, footer=czrxxkqjxxjkogm]",""
"broken","Sat Sep 28 20:19:19 MSK 2024","Sat Sep 28 20:19:23 MSK 2024","3409","","tests.ContactRemovalTests","","tests.ContactRemovalTests","chechNumberOfContactsAfterRemoval","chechNumberOfContactsAfterRemoval()",""
"broken","Sat Sep 28 20:19:48 MSK 2024","Sat Sep 28 20:19:50 MSK 2024","1939","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupCompareList","canCreateMultipleGroupCompareList(GroupData) [9] GroupData[id=, name=, header=, footer=]",""
"broken","Sat Sep 28 20:20:12 MSK 2024","Sat Sep 28 20:20:14 MSK 2024","1345","","tests.GroupModificationTests","","tests.GroupModificationTests","canModifyGroupSet","canModifyGroupSet()",""
"broken","Sat Sep 28 20:19:23 MSK 2024","Sat Sep 28 20:19:23 MSK 2024","0","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateGroupsFromFile","canCreateGroupsFromFile(GroupData)",""
"passed","Sat Sep 28 20:18:41 MSK 2024","Sat Sep 28 20:18:44 MSK 2024","2754","","tests.ContactCreationTests","","tests.ContactCreationTests","canCreateContactHbm","canCreateContactHbm(ContactData) [1] ContactData[id=, firstname=nkgpixa, lastname=fnstbto, address=njfbmzc, 57, nthwwjm, 891, address2=, home=9840679319, mobile=6026884706, work=2677059276, phone2=, email=wpihxau@mail.ru, email2=jfgihgj@gmail.com, email3=nviezqt@mail.ru, photo=]",""
"broken","Sat Sep 28 20:19:16 MSK 2024","Sat Sep 28 20:19:19 MSK 2024","3331","","tests.ContactRemovalTests","","tests.ContactRemovalTests","canRemoveContact","canRemoveContact()",""
"broken","Sat Sep 28 20:19:37 MSK 2024","Sat Sep 28 20:19:38 MSK 2024","1537","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupCompareList","canCreateMultipleGroupCompareList(GroupData) [2] GroupData[id=, name=, header=, footer=group footer]",""
"passed","Sat Sep 28 20:18:39 MSK 2024","Sat Sep 28 20:18:41 MSK 2024","2693","","tests.ContactCreationTests","","tests.ContactCreationTests","canCreateContactWithPhoto","canCreateContactWithPhoto()",""
"broken","Sat Sep 28 20:19:51 MSK 2024","Sat Sep 28 20:19:53 MSK 2024","1620","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateGroupsFromXmlFile","canCreateGroupsFromXmlFile(GroupData) [1] GroupData[id=, name=, header=, footer=]",""
"passed","Sat Sep 28 20:20:25 MSK 2024","Sat Sep 28 20:20:26 MSK 2024","1594","","tests.GroupRemovalTests","","tests.GroupRemovalTests","canRemoveGroup","canRemoveGroup()",""
"passed","Sat Sep 28 20:18:51 MSK 2024","Sat Sep 28 20:18:54 MSK 2024","3117","","tests.ContactCreationTests","","tests.ContactCreationTests","canCreateContactFromJson","canCreateContactFromJson(ContactData) [2] ContactData[id=, firstname=lfuga, lastname=suifa, address=, address2=null, home=, mobile=, work=, phone2=null, email=, email2=, email3=, photo=src\test\resources\images\Poops.png]",""
"broken","Sat Sep 28 20:20:01 MSK 2024","Sat Sep 28 20:20:03 MSK 2024","1230","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateGroup","canCreateGroup(String) [3] group name header footer",""
"passed","Sat Sep 28 20:19:13 MSK 2024","Sat Sep 28 20:19:13 MSK 2024","311","","tests.ContactRemovalTests","","tests.ContactRemovalTests","canRemoveAnyContact","canRemoveAnyContact()",""
"broken","Sat Sep 28 20:20:08 MSK 2024","Sat Sep 28 20:20:10 MSK 2024","2123","","tests.GroupModificationTests","","tests.GroupModificationTests","canModifyGroup","canModifyGroup()",""
"passed","Sat Sep 28 20:19:00 MSK 2024","Sat Sep 28 20:19:03 MSK 2024","2896","","tests.ContactCreationTests","","tests.ContactCreationTests","canCreateMultipleContact","canCreateMultipleContact(ContactData) [2] ContactData[id=, firstname=wigiyd, lastname=xqfcwg, address=xejerf, 87, lkhkxj, 727, address2=, home=9113785989, mobile=8616683837, work=4704489621, phone2=, email=pxnqaz@mail.ru, email2=jkikbz@gmail.com, email3=gsmgzr@mail.ru, photo=]",""
"broken","Sat Sep 28 20:20:00 MSK 2024","Sat Sep 28 20:20:01 MSK 2024","1039","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateGroup","canCreateGroup(String) [2] name",""
"broken","Sat Sep 28 20:11:08 MSK 2024","Sat Sep 28 20:11:20 MSK 2024","12153","","tests.ContactInfoTests","","tests.ContactInfoTests","testEmailsCompareMaps","testEmailsCompareMaps()",""
"passed","Sat Sep 28 20:18:44 MSK 2024","Sat Sep 28 20:18:47 MSK 2024","2953","","tests.ContactCreationTests","","tests.ContactCreationTests","canCreateContactInGroup","canCreateContactInGroup()",""
"broken","Sat Sep 28 20:19:40 MSK 2024","Sat Sep 28 20:19:41 MSK 2024","1521","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupCompareList","canCreateMultipleGroupCompareList(GroupData) [4] GroupData[id=, name=, header=group header, footer=group footer]",""
"broken","Sat Sep 28 20:19:38 MSK 2024","Sat Sep 28 20:19:40 MSK 2024","1432","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupCompareList","canCreateMultipleGroupCompareList(GroupData) [3] GroupData[id=, name=, header=group header, footer=]",""
"passed","Sat Sep 28 20:20:22 MSK 2024","Sat Sep 28 20:20:23 MSK 2024","1526","","tests.GroupRemovalTests","","tests.GroupRemovalTests","canRemoveGroupOld","canRemoveGroupOld()",""
"broken","Sat Sep 28 20:19:29 MSK 2024","Sat Sep 28 20:19:30 MSK 2024","1098","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupWithObject","canCreateMultipleGroupWithObject(GroupData) [7] GroupData[id=, name=group name, header=group header, footer=]",""
"broken","Sat Sep 28 20:19:28 MSK 2024","Sat Sep 28 20:19:29 MSK 2024","1011","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupWithObject","canCreateMultipleGroupWithObject(GroupData) [6] GroupData[id=, name=group name, header=, footer=group footer]",""
"broken","Sat Sep 28 20:19:24 MSK 2024","Sat Sep 28 20:19:25 MSK 2024","1022","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupWithObject","canCreateMultipleGroupWithObject(GroupData) [2] GroupData[id=, name=, header=, footer=group footer]",""
"broken","Sat Sep 28 20:19:35 MSK 2024","Sat Sep 28 20:19:37 MSK 2024","1409","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupCompareList","canCreateMultipleGroupCompareList(GroupData) [1] GroupData[id=, name=, header=, footer=]",""
"broken","Sat Sep 28 20:19:33 MSK 2024","Sat Sep 28 20:19:34 MSK 2024","1135","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupWithObject","canCreateMultipleGroupWithObject(GroupData) [10] GroupData[id=, name=mtrqw, header=itigt, footer=pcrdk]",""
"broken","Sat Sep 28 20:19:41 MSK 2024","Sat Sep 28 20:19:43 MSK 2024","1484","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupCompareList","canCreateMultipleGroupCompareList(GroupData) [5] GroupData[id=, name=group name, header=, footer=]",""
"broken","Sat Sep 28 20:19:14 MSK 2024","Sat Sep 28 20:19:16 MSK 2024","2277","","tests.ContactRemovalTests","","tests.ContactRemovalTests","canRemoveAllCsAtOnce","canRemoveAllCsAtOnce()",""
"passed","Sat Sep 28 20:18:36 MSK 2024","Sat Sep 28 20:18:39 MSK 2024","2802","","tests.ContactCreationTests","","tests.ContactCreationTests","canCreateContactWithNames","canCreateContactWithNames(ContactData) [2] ContactData[id=, firstname=drjfm, lastname=etqid, address=, address2=, home=, mobile=, work=, phone2=, email=, email2=, email3=, photo=]",""
"broken","Sat Sep 28 20:19:43 MSK 2024","Sat Sep 28 20:19:44 MSK 2024","1515","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupCompareList","canCreateMultipleGroupCompareList(GroupData) [6] GroupData[id=, name=group name, header=, footer=group footer]",""
"broken","Sat Sep 28 20:19:25 MSK 2024","Sat Sep 28 20:19:26 MSK 2024","1100","","tests.GroupCreationTests","","tests.GroupCreationTests","canCreateMultipleGroupWithObject","canCreateMultipleGroupWithObject(GroupData) [3] GroupData[id=, name=, header=group header, footer=]",""
